"bcsd3_prcp_change1" "bcsd3_temp_change1" "bcsd3_prcp_change2" "bcsd3_temp_change2"
"45" 91.3790140240146 1.79746933734766 89.731079453393 2.80517130896679
"46" 101.689356083946 1.95383815838948 109.008938530047 3.15835939597094
"47" 103.600724021328 1.82831951506262 109.53435102193 3.04558299701408
"48" 98.8675636888092 1.92584665395862 104.662872834464 3.1230926010965
"49" 100.018145480506 1.9768525318773 106.201295456128 3.28434287932947
"50" 105.966380480728 1.90763459839507 107.449905656397 3.18951251095759
"51" 98.4270845562667 1.79211529965347 104.003077383299 3.52121788392704
"52" 101.799317262159 1.42627067182197 105.204580146193 2.25499698327381
"53" 101.846705054899 1.59492953365222 105.248739436028 1.93825862573072
"54" 99.9107878468088 1.68966788491699 102.360262157444 2.35908654527004
"55" 111.203279705412 2.01142558037906 117.203741907181 3.08968573845351
"56" 116.492958481137 1.58368413554041 120.613033807064 3.22921576640941
"57" 98.6608108031289 2.31248464419241 106.16543425111 3.35452246489278
"58" 115.436087383388 1.37094022628794 111.596124796193 3.21203038184561
"59" 111.198432976984 1.53182853844068 113.993076517662 3.25931672913161
"60" 104.141271065975 1.88902235045277 105.347719285254 3.44536002438139
"61" 109.760013599421 1.29909063384763 110.0948932799 2.4089748378191
"62" 111.651897320495 1.46394459313446 115.487856516078 2.15052084302145
"63" 100.735629383052 2.02048312467406 102.892941244842 2.74303287686665
"64" 106.029757957568 1.7249741484788 106.744375191749 2.43425002107614
"65" 111.450033864627 1.68895924540141 113.044543281623 2.40567813553334
"66" 106.628433494268 1.10959882953237 111.32789217392 2.10284421288505
"67" 105.843643643186 1.6412204693999 104.294739328579 2.36058881727249
"68" 104.721987402079 1.40151317902036 104.375215824499 2.848633030908
"69" 104.423681545539 1.80413381229171 107.135775203528 2.62578502097459
"70" 101.043265962533 1.3349648371145 104.174950123724 2.42783423591259
"71" 106.357525604151 1.36910353146613 108.075742841634 1.86888210615463
"72" 106.771254863729 1.19355702948265 113.650493563386 1.9392956833622
"73" 105.822940384151 1.0584693144122 103.822683254844 1.55816283128646
"74" 113.392739487879 2.2171051932894 111.64256798484 3.01516095801505
"75" 110.325355018103 1.95644534786734 111.226395988946 2.45425669123236
"76" 108.07770420844 1.68422623805658 108.133335784819 2.53224103992224
"77" 105.816933042691 1.9487386680367 111.423068047218 2.55076508234815
"78" 106.041520075218 2.30959307571541 113.144976966016 3.8188435208209
"79" 107.521414078107 2.09838831189077 105.729413268477 3.5483316423508
"80" 105.529450858714 1.8382061650023 111.809919566734 3.15193606544524
"81" 108.181692616052 1.93166615272749 112.976308004735 1.85093583406686
"82" 105.705775686156 1.48306322955768 111.261740031243 1.7082128983848
"83" 108.902436224474 1.35195360735076 106.856967003069 1.47677185494754
"84" 98.8374561979773 1.22380139049035 105.175416706507 1.81210246675086
"85" 104.358102054239 1.09720405828718 99.7998243964395 1.72048678278448
"86" 98.5830986032424 1.13607714197997 99.1014630049373 1.78802083565418
"87" 106.33711348308 0.886081782287398 107.785289142725 1.66573867502082
"88" 105.470109411626 1.05370086162389 106.225784483439 1.86426598465809
"89" 101.241691847243 0.990244438888876 104.606787136265 1.94367387411865
"90" 103.506917065948 0.86180264732667 98.5655918619335 1.97701185073529
"91" 105.117063106096 0.821956312654955 99.198131750245 1.206111944808
"92" 97.4001395502644 0.682645657881924 100.384690625073 1.21373677126062
"93" 108.559494049347 2.47011381672691 119.334776109419 3.84565339356216
"94" 103.672108654689 2.2189353193137 104.55810237447 4.09201662106427
"95" 104.111084349985 1.9465440682523 107.582408075167 2.7909319860717
