"bcsd3_prcp_change1" "bcsd3_temp_change1" "bcsd3_prcp_change2" "bcsd3_temp_change2"
"1" 96.7664382687897 1.85512049187792 95.7247537653135 3.09150680771541
"2" 98.5807170839846 1.81127625677773 100.537634421296 3.18713815120738
"3" 96.962451044529 1.53242608001666 96.2174212013453 2.08862001862899
"4" 100.573187989351 2.00891406150342 103.383546274025 2.42922309058886
"5" 105.76300548132 1.85028161434349 104.158852047359 2.90292401174557
"6" 106.052044491196 1.86455727101371 107.795799213038 2.68563143173272
"7" 104.900436753388 1.55591333779995 111.370853976774 2.4088167732833
"8" 100.344849342278 2.04515067988548 107.340385633834 3.19846363361383
"9" 102.948887022646 2.10142300740224 104.677749926796 3.54983686996734
"10" 103.159487839442 2.0411484177062 109.850606786328 3.4682188692936
"11" 104.10523606408 1.73101362258022 107.517834193817 3.17073973781354
"12" 96.3066378851794 1.52063207352868 100.524110036427 1.80360694741626
"13" 105.380547052847 1.66331911670707 104.551100915085 2.03635363480829
"14" 109.087509957163 1.51384505430289 106.78262311732 1.86438716773426
"15" 99.7324836071206 1.93342620576882 103.148245614413 3.12970453308123
"16" 100.879147664025 1.84090955511243 95.3993559973849 3.79116464404683
"17" 99.6446248569689 1.41274609331685 101.756724273779 2.04200180434058
"18" 100.024952058521 1.19092112778621 100.707952539348 1.93887628691519
"19" 103.485921796962 1.46655838816286 102.762594258358 2.35381866700854
"20" 100.207302500443 0.951239481397756 100.80512215982 1.2638146978162
"21" 102.910935499258 2.08936165740117 101.374235296593 3.16392606235442
"22" 104.42940005798 1.86807254926712 96.2582527380225 3.73224958504712
"23" 108.378150283696 1.2314785233587 108.019711831662 1.85200992885504
"24" 100.255809123202 2.40699238777117 100.19799935815 3.48477515047991
"25" 102.129045475972 2.13774213117701 95.1863205839227 4.0152941135974
"26" 102.422288230461 1.45558514217548 103.727503954002 2.14897773192455
"27" 106.966776138332 1.21619318153947 116.752563347874 2.0848193256478
"28" 114.656124432186 1.47374330153902 120.329269383799 2.18614816212477
"29" 108.154198172127 1.64740824421589 116.701205110575 2.74007006012515
"30" 107.131642440792 0.949624758130483 106.741586727158 1.52822576392024
"31" 94.5161674579329 2.29086188344252 88.7160806015368 2.88456727832011
"32" 92.5068915886949 2.20200718952776 85.6400994629975 3.28039205326252
"33" 91.5153140947677 1.43322490429547 93.1459114284849 2.14218214917349
"34" 91.8158565431752 2.40846878375308 87.5035970379802 3.48069230733788
"35" 90.7673866513519 2.04685223717182 83.0782827614704 3.66210651693844
"36" 90.9103626929019 1.65816007712601 87.8397394491334 2.40504454816316
"37" 86.7796213186651 2.60485796851818 81.1698791740881 4.30479958707943
"38" 89.418872269038 2.92096192164913 81.6749063350577 4.21072311806107
"39" 84.8325522976031 2.66244730735977 80.6143679675031 4.17184836697157
"40" 82.1313059100981 2.51795230468457 74.0018750253569 5.00667746582603
"41" 85.7754427877728 2.4916764707424 76.9230429254912 4.78821680266734
"42" 83.1924129438835 2.25452484570555 70.5583529629565 4.67800048533831
"43" 91.3708679853172 1.97860777430241 91.1073323680969 2.41904284670144
"44" 95.716230447951 1.89350051529394 92.0548436476085 2.92013889773802
