"Prcp_ratio1E" "Temp_Delta1"
"1" 0.92916009522458 1.97457293758376
"2" 0.923006713133041 1.78493401931676
"3" 1.01550618007146 1.39083680995779
"4" 0.951863496499343 2.14677431164503
"5" 1.15257922473533 1.81864930709384
"6" 0.856755125926687 2.13732294356321
"7" 1.05653318983011 2.20255207761851
"8" 0.94594655597694 2.25794096954051
"9" 0.958578318159811 2.29048265003366
"10" 1.00736447705901 2.25995833381894
"11" 0.841220787023399 2.45235069616206
"12" 0.997306513242241 2.32988540787935
"13" 0.951587803545411 2.49046181123639
"14" 0.973103606732371 1.61676041975928
"15" 1.00134521701644 1.58944097226292
"16" 0.956994369997966 1.74603127152853
"17" 1.00889163754735 1.9791493137186
"18" 0.91878915683684 1.97247918828766
"19" 0.850140543532735 2.12858679977815
"20" 0.845646780231887 1.81872915574996
"21" 0.996074763564303 1.33595487031659
"22" 1.02607202665845 1.20414236505296
"23" 1.06838938638994 1.21059375495081
"24" 1.06821619295708 0.663836815861417
"25" 0.888956908113573 3.2304340500003
"26" 0.835898212139362 2.80833678886217
"27" 0.913568153394413 2.07234374883507
"28" 0.907366894989768 2.85689929393832
"29" 0.865010555345878 2.64757291443594
"30" 0.934378566089147 2.0772395753528
"31" 1.05012159429212 1.58328124892238
"32" 0.949174153777999 1.82259377562894
"33" 0.979574005888782 2.0274409867849
"34" 0.943327329474538 1.65287153077596
"35" 0.919511433197577 3.05038197307278
"36" 0.92667008413089 3.01694793194118
"37" 0.90172897640525 2.23091319536195
"38" 0.929036399208357 3.24948958458004
"39" 0.981421493917518 2.80065623890001
"40" 1.02415719833809 2.36819444808579
"41" 0.872689175666362 3.44430557369164
"42" 0.793672422187472 3.54444791389785
"43" 0.869006222917964 3.56781253308291
"44" 0.771617928347921 3.43265627260165
"45" 0.774698449682636 3.23660765309663
"46" 0.852246190598522 3.06575347162822
"47" 0.872182305848776 2.78310764886749
"48" 0.882454660159562 2.38116319227653
"49" 0.935444372693598 2.48617708301301
"50" 0.994894066557167 2.79917013929937
"51" 0.981197242826305 3.12762154040522
"52" 0.970065575410787 3.06664237883912
"53" 0.976619061502642 2.8141492893085
"54" 1.0136484659578 2.84212152486369
"55" 1.0010821671932 3.17163543308788
"56" 1.03792643581412 1.99309375525659
"57" 0.993190278854903 2.30626735967041
"58" 0.974298369172734 2.50233680070313
"59" 1.01921609900652 2.40387847002842
"60" 0.95966537202329 2.1027812338764
"61" 0.898878647127071 2.55310764898701
"62" 1.00671062246131 2.09426043263391
"63" 0.95842512271409 1.87860069666123
"64" 0.967589842112442 1.95062847895832
"65" 0.948267185430308 1.90369096382573
"66" 0.932582742758385 1.67031597499865
"67" 0.944277211964933 1.84025347670217
"68" 0.979838386877149 1.95012154659683
"69" 0.944007198582363 2.05998610990031
"70" 0.943090028044242 1.84298959258853
"71" 0.971741100372393 1.79477778081653
"72" 0.973673117429954 2.02032293923613
"73" 0.922703881682742 1.75141320862652
"74" 0.869284380108174 1.94776737981075
"75" 0.860130156578513 1.96500347974426
"76" 0.889783379857663 1.62982291796102
"77" 1.00441952756124 1.60101042429386
"78" 0.981709593587448 1.49058681573693
"79" 1.01180798222234 1.35212849228539
"80" 0.931314889295099 1.4164479351997
"81" 0.884520454620843 1.59721874825579
"82" 0.942380347176816 1.36001044673483
"83" 1.03674940708203 2.8568298622733
"84" 1.02783321334197 2.5284756971161
"85" 1.13957445558834 2.28789236623496
"86" 1.18047490427829 2.72340626546647
"87" 1.01628611468316 3.0061701530125
"88" 1.10700692903667 2.89067708327461
"89" 1.04303433896555 2.94750347738219
"90" 1.07204698835514 2.49557985375415
"91" 1.06803314049001 2.57719096084992
"92" 0.990874511783921 2.85642014232775
"93" 0.997407314585053 2.1240590309763
"94" 0.979069021656267 2.02725346178373
"95" 1.04962624551366 1.81199651715578
"96" 0.930908493393489 2.23598262381339
"97" 1.16360577408739 1.93828125206702
"98" 0.991249283993995 2.08553818169037
"99" 1.09221379440969 2.20043402905705
"100" 1.20177017208112 1.41080209184179
"101" 1.23922656879293 1.47072570820326
"102" 1.23273712450273 1.38706945867032
"103" 1.26556265049669 1.42042709010356
"104" 1.16511738072403 1.02288543243647
"105" 1.18466418530303 1.15134375818889
"106" 1.1465569439541 1.107413200181
"107" 1.23623377221755 1.14602779374755
"108" 1.10522836685781 0.706531262909993
"109" 1.07620802407018 0.843107662445012
"110" 1.02425976092244 2.72748266037735
"111" 0.950729934981959 2.58296526817333
"112" 1.01514027012287 2.08206947804752
